bbox,bbox_area_fraction,bbox_opaque_corner_fraction,bbox_opaque_edge_fraction,bbox_opaque_fill,bbox_visible_corner_fraction,bbox_visible_edge_fraction,bbox_visible_fill,canvas_opaque_fraction,provider,recovery_note,recovery_source_url,recovery_status,satellite_position,service_reference,source,source_reason,source_sha256,source_status
"2,50,218,81",0.230579,0.0,0.0,0.926822,1.0,1.0,1.0,0.213705,a1-hr,,,RECOVERY-SEARCH,16.0e,1_0_16_716_C5A8_16E_A00000_0_0_0.png,picons/16.0e/a1-hr/transparent/1_0_16_716_C5A8_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,3d55061a71fcd4f6e9894f1075591e38013441c370cc89a2ce9e7404b7d29c7b,SOURCE-REVIEW
"2,51,218,80",0.215702,0.0,0.0,0.922414,1.0,1.0,1.0,0.198967,a1-hr,,,RECOVERY-SEARCH,16.0e,1_0_19_718_C5A8_16E_A00000_0_0_0.png,picons/16.0e/a1-hr/transparent/1_0_19_718_C5A8_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,5cf2b6a9acb93c39582700cba96d847b33ca4d388f59247c8d3cda2262ee191c,SOURCE-REVIEW
"2,51,218,80",0.215702,0.0,0.0,0.922414,1.0,1.0,1.0,0.198967,a1-hr,,,RECOVERY-SEARCH,16.0e,1_0_19_719_C5A8_16E_A00000_0_0_0.png,picons/16.0e/a1-hr/transparent/1_0_19_719_C5A8_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,7b0a1c85930e51b9e3c06c4ef383ef6e8699c1fea5b716b7610b7292b44a81ba,SOURCE-REVIEW
"1,1,219,131",0.975895,0.0,0.0,0.951235,0.0,0.95546,0.998836,0.928306,antiksat,,,RECOVERY-SEARCH,16.0e,1_0_16_57_3_40_A00000_0_0_0.png,picons/16.0e/antiksat/transparent/1_0_16_57_3_40_A00000_0_0_0.png,source is almost fully opaque across the 220x132 canvas,141c0fd0af2e2003123ca6ef8a13d736ae5dd1c5056e6ac3902fb7a77212328e,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,antiksat,,,RECOVERY-SEARCH,16.0e,1_0_1_B_1F4_5_A00000_0_0_0.png,picons/16.0e/antiksat/transparent/1_0_1_B_1F4_5_A00000_0_0_0.png,suspected rectangular raster background in transparent source,9f0f4e589163222ddc1465b8f7a3954274c00a2f07c7d8e419b06748e3807b7f,SOURCE-REVIEW
"49,1,170,131",0.541667,0.0,0.0,0.952066,1.0,1.0,1.0,0.515702,digitalb,,,RECOVERY-SEARCH,16.0e,1_0_16_8C0_5014_16E_A00000_0_0_0.png,picons/16.0e/digitalb/transparent/1_0_16_8C0_5014_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,5c298ddc738e78f002820fb6f5bd2e09a535e59dc2f84c82bbb71417bb731bc2,SOURCE-REVIEW
"1,44,219,88",0.330303,0.0,0.0,0.910759,1.0,0.98855,0.986239,0.300826,digitalb,,,RECOVERY-SEARCH,16.0e,1_0_19_148C_5014_16E_A00000_0_0_0.png,picons/16.0e/digitalb/transparent/1_0_19_148C_5014_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,5334af28195c95bf49bbdb58753b7c27797f617f2f8236f56066d48c190be946,SOURCE-REVIEW
"1,44,219,88",0.330303,0.0,0.0,0.910759,1.0,0.98855,0.986239,0.300826,digitalb,,,RECOVERY-SEARCH,16.0e,1_0_19_14AA_51A4_16E_A00000_0_0_0.png,picons/16.0e/digitalb/transparent/1_0_19_14AA_51A4_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,672a3e6d8c23c70946830a1568333b54bce9062f6d051ee94be00d452b336904,SOURCE-REVIEW
"1,44,219,88",0.330303,0.0,0.0,0.910759,1.0,0.98855,0.986239,0.300826,digitalb,,,RECOVERY-SEARCH,16.0e,1_0_19_1504_50DC_16E_A00000_0_0_0.png,picons/16.0e/digitalb/transparent/1_0_19_1504_50DC_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,7a1658d08aed896010498f2e324d4b570aa4d8a17f00418f058b33f70328ff04,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,digitalb,,,RECOVERY-SEARCH,16.0e,1_0_19_3EB_50DC_16E_A00000_0_0_0.png,picons/16.0e/digitalb/transparent/1_0_19_3EB_50DC_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,0acf0e79b6928c3448fcc67692ad06450a7331ac129037c342ffc667aa559997,SOURCE-REVIEW
"1,45,219,87",0.315289,0.0,0.0,0.934906,1.0,1.0,1.0,0.294766,pink,,,RECOVERY-SEARCH,16.0e,1_0_1_9_CB2B_16E_A00000_0_0_0.png,picons/16.0e/pink/transparent/1_0_1_9_CB2B_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,4a013f96d0ab95a318959209ee12d3528659ef65f27d201633030cfc2be15ab8,SOURCE-REVIEW
"1,51,219,80",0.2177,0.0,0.0,0.913951,1.0,1.0,1.0,0.198967,t-ht,,,RECOVERY-SEARCH,16.0e,1_0_16_47_3_40_A00000_0_0_0.png,picons/16.0e/t-ht/transparent/1_0_16_47_3_40_A00000_0_0_0.png,suspected rectangular raster background in transparent source,5614f9fc0ba090284c8ba848f995e9355260f9ea1b0037bedabbfb325e75b2fe,SOURCE-REVIEW
"1,1,219,131",0.975895,0.0,0.0,0.951235,0.0,0.95546,0.998836,0.928306,t-ht,,,RECOVERY-SEARCH,16.0e,1_0_16_57_3_40_A00000_0_0_0.png,picons/16.0e/t-ht/transparent/1_0_16_57_3_40_A00000_0_0_0.png,source is almost fully opaque across the 220x132 canvas,141c0fd0af2e2003123ca6ef8a13d736ae5dd1c5056e6ac3902fb7a77212328e,SOURCE-REVIEW
"2,51,218,80",0.215702,0.0,0.0,0.922414,1.0,1.0,1.0,0.198967,t-ht,,,RECOVERY-SEARCH,16.0e,1_0_19_19C_3_40_A00000_0_0_0.png,picons/16.0e/t-ht/transparent/1_0_19_19C_3_40_A00000_0_0_0.png,suspected rectangular raster background in transparent source,604c5ffdefb62a62446ad6495ab996c3182fa33abef476507095a599d6987bb6,SOURCE-REVIEW
"2,51,218,80",0.215702,0.0,0.0,0.922414,1.0,1.0,1.0,0.198967,t-ht,,,RECOVERY-SEARCH,16.0e,1_0_19_BE_3_40_A00000_0_0_0.png,picons/16.0e/t-ht/transparent/1_0_19_BE_3_40_A00000_0_0_0.png,suspected rectangular raster background in transparent source,7af51802b84855ed288b38eed756d62f852904b73183e42bc0ac5e71bf86a009,SOURCE-REVIEW
"4,43,215,89",0.334229,0.0,0.0,0.916753,0.75,0.996109,0.999897,0.306405,t-ht,,,RECOVERY-SEARCH,16.0e,1_0_2_DF_2_40_A00000_0_0_0.png,picons/16.0e/t-ht/transparent/1_0_2_DF_2_40_A00000_0_0_0.png,suspected rectangular raster background in transparent source,321f9de3df52d8d5916e9ff746968a857ae34ef0eb69084ae56abd63533dd3db,SOURCE-REVIEW
"1,51,219,80",0.2177,0.0,0.0,0.913951,1.0,1.0,1.0,0.198967,telekom-srbija,,,RECOVERY-SEARCH,16.0e,1_0_1_1199_A028_16E_A00000_0_0_0.png,picons/16.0e/telekom-srbija/transparent/1_0_1_1199_A028_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,3a1a4b5fa40745c00ea871770f1169d6f06e33a93ee567a889e92d0599174d56,SOURCE-REVIEW
"16,3,204,128",0.809229,0.0,0.0,0.972468,0.75,0.996805,0.999957,0.786949,telekom-srbija,,,RECOVERY-SEARCH,16.0e,1_0_1_119D_A028_16E_A00000_0_0_0.png,picons/16.0e/telekom-srbija/transparent/1_0_1_119D_A028_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,ff1762dd54575e90a720dce2a28902c0f64b4479c2a65a2d913c73958eba47b8,SOURCE-REVIEW
"4,51,215,81",0.217975,0.0,0.0,0.913902,1.0,1.0,1.0,0.199208,telekom-srbija,,,RECOVERY-SEARCH,16.0e,1_0_1_5E5_4E84_16E_A00000_0_0_0.png,picons/16.0e/telekom-srbija/transparent/1_0_1_5E5_4E84_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,be9373fa1aba78aa44af6f53f051f7f00a0a229d983beb352a4bee5fdb658da1,SOURCE-REVIEW
"41,0,179,131",0.622521,0.0,0.0,0.932847,1.0,0.992565,0.984733,0.580716,telekom-srbija,,,RECOVERY-SEARCH,16.0e,1_0_1_5F5_4E84_16E_A00000_0_0_0.png,picons/16.0e/telekom-srbija/transparent/1_0_1_5F5_4E84_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,f7eb914f436ed973d903b8c30e4d36df0da04abae94763f23997570b3bb831d1,SOURCE-REVIEW
"1,49,218,83",0.254063,0.0,0.003984,0.932773,1.0,1.0,1.0,0.236983,telekom-srbija,,,RECOVERY-SEARCH,16.0e,1_0_1_5F7_4E84_16E_A00000_0_0_0.png,picons/16.0e/telekom-srbija/transparent/1_0_1_5F7_4E84_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,cff36a184c589d70d95fc3d41ccd8d28d18f41aeed9d3ebcf4c921c763d2ef43,SOURCE-REVIEW
"1,51,219,80",0.2177,0.0,0.0,0.913951,1.0,1.0,1.0,0.198967,telekom-srbija,,,RECOVERY-SEARCH,16.0e,1_0_1_6D_9F60_16E_A00000_0_0_0.png,picons/16.0e/telekom-srbija/transparent/1_0_1_6D_9F60_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,aa2a949cff695b303a13716428c2113ed61f5c42b3058a67c01ca66451e41411,SOURCE-REVIEW
"1,28,219,103",0.563017,0.0,0.0,0.955474,1.0,1.0,1.0,0.537948,telekom-srbija,,,RECOVERY-SEARCH,16.0e,1_0_1_7A_9F60_16E_A00000_0_0_0.png,picons/16.0e/telekom-srbija/transparent/1_0_1_7A_9F60_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,77410c0bb9e6095f0d69d8f839710aa3dcee463fe03db57886262946fba912c5,SOURCE-REVIEW
"24,1,195,131",0.765496,0.0,0.0,0.475304,1.0,1.0,1.0,0.363843,total-tv,,,RECOVERY-SEARCH,16.0e,1_0_1_54E_75FB_16E_A00000_0_0_0.png,picons/16.0e/total-tv/transparent/1_0_1_54E_75FB_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,6add1606fca655618350058f9fe7a5c1c767af286cb2098f65d1810ef58a1cac,SOURCE-REVIEW
"2,51,218,80",0.215702,0.0,0.0,0.922414,1.0,1.0,1.0,0.198967,total-tv,,,RECOVERY-SEARCH,16.0e,1_0_1_55C_75FB_16E_A00000_0_0_0.png,picons/16.0e/total-tv/transparent/1_0_1_55C_75FB_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,4ff265e84435068ecbb666fa39d83703ec50f0a6d04290e6507386726bcdb14c,SOURCE-REVIEW
"4,12,215,119",0.777445,0.0,0.0,0.943527,0.75,0.996855,0.999956,0.73354,total-tv,,,RECOVERY-SEARCH,16.0e,1_0_1_5AF_75FC_16E_A00000_0_0_0.png,picons/16.0e/total-tv/transparent/1_0_1_5AF_75FC_16E_A00000_0_0_0.png,suspected rectangular raster background in transparent source,e9027d8aecd02610d6e9aa2f9e44117a9875824a2ca38a7f331a82df89d1ca7e,SOURCE-REVIEW
"1,43,219,88",0.33781,0.0,0.0,0.938022,1.0,1.0,1.0,0.316873,ab-sat,,,RECOVERY-SEARCH,19.2e,1_0_19_4286_446_1_C00000_0_0_0.png,picons/19.2e/ab-sat/transparent/1_0_19_4286_446_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,ee26e69b0d4d656b5b3ba2c41cf6b1f44be7e262a713ea3ab64976abe197cde3,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,ab-sat,,,RECOVERY-SEARCH,19.2e,1_0_19_428E_446_1_C00000_0_0_0.png,picons/19.2e/ab-sat/transparent/1_0_19_428E_446_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,c9a4818784b0371ea8892a368da05111165268bffcdd8b9a9b80e15b5e79e773,SOURCE-REVIEW
"12,1,208,131",0.87741,0.0,0.0,0.964521,1.0,1.0,1.0,0.846281,ab-sat,,,RECOVERY-SEARCH,19.2e,1_0_2_23CD_446_1_C00000_0_0_0.png,picons/19.2e/ab-sat/transparent/1_0_2_23CD_446_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,ddeeb1f5a9fbf6cf42e5e698942ecb2200a2dca34384b729a5be31e7ccbac734,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,ab-sat,,,RECOVERY-SEARCH,19.2e,1_0_2_23D0_446_1_C00000_0_0_0.png,picons/19.2e/ab-sat/transparent/1_0_2_23D0_446_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,44d3f0d3e868cb61252ab57ceb26c3de5bdc174d4b55a00d25fe098b69bc69db,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,ab-sat,,,RECOVERY-SEARCH,19.2e,1_0_2_23E2_446_1_C00000_0_0_0.png,picons/19.2e/ab-sat/transparent/1_0_2_23E2_446_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,a2797753afc9c38e1c1c1fe872fbcd93637ec0ffbe33a79074aeb4e96b5e3230,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,ard-ndr,,,RECOVERY-SEARCH,19.2e,1_0_A_28A4_40F_1_C00000_0_0_0.png,picons/19.2e/ard-ndr/transparent/1_0_A_28A4_40F_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,84714b25dced1d16124db29306b7a52846e6b59eb4ba19d22581e68c74731ba2,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,ard-ndr,,,RECOVERY-SEARCH,19.2e,1_0_A_28A5_40F_1_C00000_0_0_0.png,picons/19.2e/ard-ndr/transparent/1_0_A_28A5_40F_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,bb4e22c69a4f5618cb8ec358d3e06f0d0a15ab538eb008bda1b0163cb225875d,SOURCE-REVIEW
"1,29,219,103",0.55551,0.0,0.0,0.95512,1.0,1.0,1.0,0.530579,betadigital,,,RECOVERY-SEARCH,19.2e,1_0_2_A9_7_85_C00000_0_0_0.png,picons/19.2e/betadigital/transparent/1_0_2_A9_7_85_C00000_0_0_0.png,suspected rectangular raster background in transparent source,00d6c8d90f36329a3a9084bbf7b78739a66c15544e30cbdcfc202e4c113fff78,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,csat,,,RECOVERY-SEARCH,19.2e,1_0_19_206D_432_1_C00000_0_0_0.png,picons/19.2e/csat/transparent/1_0_19_206D_432_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,877ffebddf569417b115acd50ce365c2dd6733934f8507a62d01a8467c4684dd,SOURCE-REVIEW
"1,34,219,97",0.472934,0.0,0.0,0.862167,1.0,1.0,1.0,0.407748,csat,,,RECOVERY-SEARCH,19.2e,1_0_19_232C_442_1_C00000_0_0_0.png,picons/19.2e/csat/transparent/1_0_19_232C_442_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,37b31a5487cf1f6ada7170dbf944f437b819fe0bc40c9c6009b3bce0b14f09e0,SOURCE-REVIEW
"1,47,219,84",0.277755,0.0,0.0,0.928589,1.0,1.0,1.0,0.25792,csat,,,RECOVERY-SEARCH,19.2e,1_0_19_2332_442_1_C00000_0_0_0.png,picons/19.2e/csat/transparent/1_0_19_2332_442_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,f2ffa45000cbe8d1eaa817e978e0896ea5ab4df25068629858659699ebd747b0,SOURCE-REVIEW
"16,1,204,131",0.841598,0.0,0.0,0.963666,1.0,1.0,1.0,0.811019,csat,,,RECOVERY-SEARCH,19.2e,1_0_19_24C6_43C_1_C00000_0_0_0.png,picons/19.2e/csat/transparent/1_0_19_24C6_43C_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,b176996acb15bd1970ddaebd2d09916ddad2460c20d2d012997de9093520e6b7,SOURCE-REVIEW
"1,40,219,91",0.382851,0.0,0.0,0.943155,1.0,1.0,1.0,0.361088,csat,,,RECOVERY-SEARCH,19.2e,1_0_19_2581_448_1_C00000_0_0_0.png,picons/19.2e/csat/transparent/1_0_19_2581_448_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,ecd6b0b36bf11420867469097c373b39f316f2bbba4be68ded2f5d3334bd192e,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,csat,,,RECOVERY-SEARCH,19.2e,1_0_19_271A_44C_1_C00000_0_0_0.png,picons/19.2e/csat/transparent/1_0_19_271A_44C_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,be8f5db81ed0609fc304c71ad7a19ec7eb84e5ff06dc373869dfa2af3002265d,SOURCE-REVIEW
"2,1,217,131",0.962466,0.0,0.0,0.947979,0.0,0.818841,0.982433,0.912397,deutsche-welle,,,RECOVERY-SEARCH,19.2e,1_0_19_1647_42C_1_C00000_0_0_0.png,picons/19.2e/deutsche-welle/transparent/1_0_19_1647_42C_1_C00000_0_0_0.png,source is almost fully opaque across the 220x132 canvas,de5abe2ef0ec4a5ac3b46a7635d25ef90809a1415de559502effcd8bed83e406,SOURCE-REVIEW
"4,50,215,82",0.232507,0.0,0.0,0.910841,0.75,0.987654,0.990373,0.211777,mb-satellite,,,RECOVERY-SEARCH,19.2e,1_0_2_3E8_1_1_C0ADAE_0_0_0.png,picons/19.2e/mb-satellite/transparent/1_0_2_3E8_1_1_C0ADAE_0_0_0.png,suspected rectangular raster background in transparent source,96f79279b79826c7cb9290deb0b6c09144db1e7735f327bb05a7d5e58b50cd92,SOURCE-REVIEW
"4,50,215,82",0.232507,0.0,0.0,0.910841,0.75,0.987654,0.990373,0.211777,mb-satellite,,,RECOVERY-SEARCH,19.2e,1_0_2_7D0_1_1_C0ADAE_0_0_0.png,picons/19.2e/mb-satellite/transparent/1_0_2_7D0_1_1_C0ADAE_0_0_0.png,suspected rectangular raster background in transparent source,96f79279b79826c7cb9290deb0b6c09144db1e7735f327bb05a7d5e58b50cd92,SOURCE-REVIEW
"1,46,219,85",0.292769,0.0,0.0,0.926958,1.0,1.0,1.0,0.271384,orf,,,RECOVERY-SEARCH,19.2e,1_0_19_1330_3EF_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_1330_3EF_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,fb335bccbc2a22c373714abfc473e6cea924e28d701dd5732ae126d0462f82ca,SOURCE-REVIEW
"1,46,219,85",0.292769,0.0,0.0,0.926958,1.0,1.0,1.0,0.271384,orf,,,RECOVERY-SEARCH,19.2e,1_0_19_1334_3EF_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_1334_3EF_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,9e830d6dbb9679e700311d34fc812b5f8dd70e830e861cc251dd2cb77d099172,SOURCE-REVIEW
"1,46,219,85",0.292769,0.0,0.0,0.926958,1.0,1.0,1.0,0.271384,orf,,,RECOVERY-SEARCH,19.2e,1_0_19_33F5_3ED_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_33F5_3ED_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,609fc572cde4f7c01d4a8800ca27d2a8b3220bbb179498d20884a4dbab900d2b,SOURCE-REVIEW
"1,46,219,85",0.292769,0.0,0.0,0.926958,1.0,1.0,1.0,0.271384,orf,,,RECOVERY-SEARCH,19.2e,1_0_19_33F6_3ED_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_33F6_3ED_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,eff0e98fc0153d8ad73846678645eb2f1d75e3db2cdadd785809336f35d00b5b,SOURCE-REVIEW
"1,46,219,85",0.292769,0.0,0.0,0.926958,1.0,1.0,1.0,0.271384,orf,,,RECOVERY-SEARCH,19.2e,1_0_19_33F7_3ED_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_33F7_3ED_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,df33290e1e4671db3eb98fd86d4a82438025ac8794b2e1eb1112ccd0d9b4ef75,SOURCE-REVIEW
"1,46,219,85",0.292769,0.0,0.0,0.926958,1.0,1.0,1.0,0.271384,orf,,,RECOVERY-SEARCH,19.2e,1_0_19_33F8_3ED_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_33F8_3ED_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,8b8349c2bf9912ca2a332415df766bade550dc80fa9f9df78dd0a23cf33d5cb8,SOURCE-REVIEW
"1,46,219,85",0.292769,0.0,0.0,0.926958,1.0,1.0,1.0,0.271384,orf,,,RECOVERY-SEARCH,19.2e,1_0_19_33F9_3ED_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_33F9_3ED_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,50d79a9c49e9df273ce9b10bd96819b4e915675cbb9baaac377fcb963273f683,SOURCE-REVIEW
"1,46,219,85",0.292769,0.0,0.0,0.926958,1.0,1.0,1.0,0.271384,orf,,,RECOVERY-SEARCH,19.2e,1_0_19_33FA_3ED_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_33FA_3ED_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,840cc73ea6036719fdabe89761a5f6e5ae6ca3204fd67a0c18691cd88f59b984,SOURCE-REVIEW
"1,46,219,85",0.292769,0.0,0.0,0.926958,1.0,1.0,1.0,0.271384,orf,,,RECOVERY-SEARCH,19.2e,1_0_19_33FB_3ED_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_33FB_3ED_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,34c4c765a7e1f958049c2d13b37f24aa0280778a68a04c5db9250764d7c35bb3,SOURCE-REVIEW
"1,33,219,99",0.495455,0.0,0.0,0.951904,1.0,1.0,1.0,0.471625,orf,,,RECOVERY-SEARCH,19.2e,1_0_A_134E_3EF_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_A_134E_3EF_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,1ff8e053ec40773a7c7e1b36e08c0d5ec7f916adc0ac62ec8423a3dd6512a079,SOURCE-REVIEW
"1,33,219,99",0.495455,0.0,0.0,0.951904,1.0,1.0,1.0,0.471625,orf,,,RECOVERY-SEARCH,19.2e,1_0_A_1352_3EF_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_A_1352_3EF_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,1c430752fc68aa7d9bfc767e0484c5f81457bc39b2b22ec52d3ec9f4c445e2e6,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,orf,,,RECOVERY-SEARCH,19.2e,1_0_A_1354_3EF_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_A_1354_3EF_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,bc721f7e101086fd1c49c6bd2ab4751b637dfe38fc5dc545deb4c6ee5580d190,SOURCE-REVIEW
"12,1,207,131",0.872934,0.0,0.0,0.964418,1.0,1.0,1.0,0.841873,prosiebensat-1,,,RECOVERY-SEARCH,19.2e,1_0_1_445E_453_1_C00000_0_0_0.png,picons/19.2e/prosiebensat-1/transparent/1_0_1_445E_453_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,aa06410822db9667518634c38e6bf1afea818c46601936351bde152a84a9e6f5,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,prosiebensat-1,,,RECOVERY-SEARCH,19.2e,1_0_1_4E27_43A_1_C00000_0_0_0.png,picons/19.2e/prosiebensat-1/transparent/1_0_1_4E27_43A_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,e411e0c943fdfea5031f6cb7a73711ceaa685d488545be70da800f7887263b40,SOURCE-REVIEW
"5,0,214,131",0.942803,0.0,0.0,0.958399,0.5,0.994118,0.999927,0.903581,rtl-deutschland,,,RECOVERY-SEARCH,19.2e,1_0_1_2F3A_441_1_C00000_0_0_0.png,picons/19.2e/rtl-deutschland/transparent/1_0_1_2F3A_441_1_C00000_0_0_0.png,source is almost fully opaque across the 220x132 canvas,cbfca515f1e91094489d479d6e6655956a2eb4783f4ba9a6fc20cb5b7d446bba,SOURCE-REVIEW
"1,53,218,78",0.186811,0.0,0.0,0.890691,1.0,0.995868,0.995392,0.166391,zdfvision,,,RECOVERY-SEARCH,19.2e,1_0_2_2BB6_3F3_1_C00000_0_0_0.png,picons/19.2e/zdfvision/transparent/1_0_2_2BB6_3F3_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,758e32bd5b760e949c4a01c6b1b943a21f91110f5496d27547333c7f3e540fe1,SOURCE-REVIEW
"1,50,218,82",0.239118,0.0,0.0,0.902938,1.0,0.995984,0.995392,0.215909,zdfvision,,,RECOVERY-SEARCH,19.2e,1_0_2_2BB7_3F3_1_C00000_0_0_0.png,picons/19.2e/zdfvision/transparent/1_0_2_2BB7_3F3_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,600f36235ad74848aa99cc1fe2292e3845c899383ffe43ebc3cf3501e3528b6e,SOURCE-REVIEW
"1,53,219,79",0.195179,0.0,0.0,0.893437,1.0,0.995902,0.995413,0.17438,zdfvision,,,RECOVERY-SEARCH,19.2e,1_0_2_2BB8_3F3_1_C00000_0_0_0.png,picons/19.2e/zdfvision/transparent/1_0_2_2BB8_3F3_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,675ec0cb3e3f2c86709d84ec852603541dbf95ce900443f65bfd8be05a6cd0ef,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,m7-group,,,RECOVERY-SEARCH,23.5e,1_0_16_524F_C99_3_EB0000_0_0_0.png,picons/23.5e/m7-group/transparent/1_0_16_524F_C99_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,170673e83da989db74db47869a50a34b115deacc4008f883b5af2b415c6bbf2a,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,m7-group,,,RECOVERY-SEARCH,23.5e,1_0_2_1831_C82_3_EB0000_0_0_0.png,picons/23.5e/m7-group/transparent/1_0_2_1831_C82_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,78b18c40c763b9683926e524f3abe6a7846d53742d21c6e1ccff036215efcfad,SOURCE-REVIEW
"1,40,219,91",0.382851,0.0,0.0,0.942975,1.0,1.0,1.0,0.361019,skylink,,,RECOVERY-SEARCH,23.5e,1_0_1_139D_3EA_1_C00000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_139D_3EA_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,0654744167ddf3ed2975a41b82d3abbd7a6ec6a4b28417d31a2ef3f9bd8b89c4,SOURCE-REVIEW
"2,1,217,131",0.962466,0.0,0.0,0.947979,0.0,0.818841,0.982433,0.912397,skylink,,,RECOVERY-SEARCH,23.5e,1_0_1_1647_42C_1_C00000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_1647_42C_1_C00000_0_0_0.png,source is almost fully opaque across the 220x132 canvas,de5abe2ef0ec4a5ac3b46a7635d25ef90809a1415de559502effcd8bed83e406,SOURCE-REVIEW
