original_status,triage_result,triage_reason,source_sha256,satellite_position,provider,service_reference,source
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",672a3e6d8c23c70946830a1568333b54bce9062f6d051ee94be00d452b336904,16.0e,digitalb,1_0_19_14AA_51A4_16E_A00000_0_0_0.png,picons/16.0e/digitalb/transparent/1_0_19_14AA_51A4_16E_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",7a1658d08aed896010498f2e324d4b570aa4d8a17f00418f058b33f70328ff04,16.0e,digitalb,1_0_19_1504_50DC_16E_A00000_0_0_0.png,picons/16.0e/digitalb/transparent/1_0_19_1504_50DC_16E_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",0acf0e79b6928c3448fcc67692ad06450a7331ac129037c342ffc667aa559997,16.0e,digitalb,1_0_19_3EB_50DC_16E_A00000_0_0_0.png,picons/16.0e/digitalb/transparent/1_0_19_3EB_50DC_16E_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",4a013f96d0ab95a318959209ee12d3528659ef65f27d201633030cfc2be15ab8,16.0e,pink,1_0_1_9_CB2B_16E_A00000_0_0_0.png,picons/16.0e/pink/transparent/1_0_1_9_CB2B_16E_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",5614f9fc0ba090284c8ba848f995e9355260f9ea1b0037bedabbfb325e75b2fe,16.0e,t-ht,1_0_16_47_3_40_A00000_0_0_0.png,picons/16.0e/t-ht/transparent/1_0_16_47_3_40_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",141c0fd0af2e2003123ca6ef8a13d736ae5dd1c5056e6ac3902fb7a77212328e,16.0e,t-ht,1_0_16_57_3_40_A00000_0_0_0.png,picons/16.0e/t-ht/transparent/1_0_16_57_3_40_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",604c5ffdefb62a62446ad6495ab996c3182fa33abef476507095a599d6987bb6,16.0e,t-ht,1_0_19_19C_3_40_A00000_0_0_0.png,picons/16.0e/t-ht/transparent/1_0_19_19C_3_40_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",7af51802b84855ed288b38eed756d62f852904b73183e42bc0ac5e71bf86a009,16.0e,t-ht,1_0_19_BE_3_40_A00000_0_0_0.png,picons/16.0e/t-ht/transparent/1_0_19_BE_3_40_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",321f9de3df52d8d5916e9ff746968a857ae34ef0eb69084ae56abd63533dd3db,16.0e,t-ht,1_0_2_DF_2_40_A00000_0_0_0.png,picons/16.0e/t-ht/transparent/1_0_2_DF_2_40_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",3a1a4b5fa40745c00ea871770f1169d6f06e33a93ee567a889e92d0599174d56,16.0e,telekom-srbija,1_0_1_1199_A028_16E_A00000_0_0_0.png,picons/16.0e/telekom-srbija/transparent/1_0_1_1199_A028_16E_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",ff1762dd54575e90a720dce2a28902c0f64b4479c2a65a2d913c73958eba47b8,16.0e,telekom-srbija,1_0_1_119D_A028_16E_A00000_0_0_0.png,picons/16.0e/telekom-srbija/transparent/1_0_1_119D_A028_16E_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",be9373fa1aba78aa44af6f53f051f7f00a0a229d983beb352a4bee5fdb658da1,16.0e,telekom-srbija,1_0_1_5E5_4E84_16E_A00000_0_0_0.png,picons/16.0e/telekom-srbija/transparent/1_0_1_5E5_4E84_16E_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",f7eb914f436ed973d903b8c30e4d36df0da04abae94763f23997570b3bb831d1,16.0e,telekom-srbija,1_0_1_5F5_4E84_16E_A00000_0_0_0.png,picons/16.0e/telekom-srbija/transparent/1_0_1_5F5_4E84_16E_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",cff36a184c589d70d95fc3d41ccd8d28d18f41aeed9d3ebcf4c921c763d2ef43,16.0e,telekom-srbija,1_0_1_5F7_4E84_16E_A00000_0_0_0.png,picons/16.0e/telekom-srbija/transparent/1_0_1_5F7_4E84_16E_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",aa2a949cff695b303a13716428c2113ed61f5c42b3058a67c01ca66451e41411,16.0e,telekom-srbija,1_0_1_6D_9F60_16E_A00000_0_0_0.png,picons/16.0e/telekom-srbija/transparent/1_0_1_6D_9F60_16E_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",77410c0bb9e6095f0d69d8f839710aa3dcee463fe03db57886262946fba912c5,16.0e,telekom-srbija,1_0_1_7A_9F60_16E_A00000_0_0_0.png,picons/16.0e/telekom-srbija/transparent/1_0_1_7A_9F60_16E_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",6add1606fca655618350058f9fe7a5c1c767af286cb2098f65d1810ef58a1cac,16.0e,total-tv,1_0_1_54E_75FB_16E_A00000_0_0_0.png,picons/16.0e/total-tv/transparent/1_0_1_54E_75FB_16E_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",4ff265e84435068ecbb666fa39d83703ec50f0a6d04290e6507386726bcdb14c,16.0e,total-tv,1_0_1_55C_75FB_16E_A00000_0_0_0.png,picons/16.0e/total-tv/transparent/1_0_1_55C_75FB_16E_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",e9027d8aecd02610d6e9aa2f9e44117a9875824a2ca38a7f331a82df89d1ca7e,16.0e,total-tv,1_0_1_5AF_75FC_16E_A00000_0_0_0.png,picons/16.0e/total-tv/transparent/1_0_1_5AF_75FC_16E_A00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",ee26e69b0d4d656b5b3ba2c41cf6b1f44be7e262a713ea3ab64976abe197cde3,19.2e,ab-sat,1_0_19_4286_446_1_C00000_0_0_0.png,picons/19.2e/ab-sat/transparent/1_0_19_4286_446_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",c9a4818784b0371ea8892a368da05111165268bffcdd8b9a9b80e15b5e79e773,19.2e,ab-sat,1_0_19_428E_446_1_C00000_0_0_0.png,picons/19.2e/ab-sat/transparent/1_0_19_428E_446_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",ddeeb1f5a9fbf6cf42e5e698942ecb2200a2dca34384b729a5be31e7ccbac734,19.2e,ab-sat,1_0_2_23CD_446_1_C00000_0_0_0.png,picons/19.2e/ab-sat/transparent/1_0_2_23CD_446_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",44d3f0d3e868cb61252ab57ceb26c3de5bdc174d4b55a00d25fe098b69bc69db,19.2e,ab-sat,1_0_2_23D0_446_1_C00000_0_0_0.png,picons/19.2e/ab-sat/transparent/1_0_2_23D0_446_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",a2797753afc9c38e1c1c1fe872fbcd93637ec0ffbe33a79074aeb4e96b5e3230,19.2e,ab-sat,1_0_2_23E2_446_1_C00000_0_0_0.png,picons/19.2e/ab-sat/transparent/1_0_2_23E2_446_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",84714b25dced1d16124db29306b7a52846e6b59eb4ba19d22581e68c74731ba2,19.2e,ard-ndr,1_0_A_28A4_40F_1_C00000_0_0_0.png,picons/19.2e/ard-ndr/transparent/1_0_A_28A4_40F_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",bb4e22c69a4f5618cb8ec358d3e06f0d0a15ab538eb008bda1b0163cb225875d,19.2e,ard-ndr,1_0_A_28A5_40F_1_C00000_0_0_0.png,picons/19.2e/ard-ndr/transparent/1_0_A_28A5_40F_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",00d6c8d90f36329a3a9084bbf7b78739a66c15544e30cbdcfc202e4c113fff78,19.2e,betadigital,1_0_2_A9_7_85_C00000_0_0_0.png,picons/19.2e/betadigital/transparent/1_0_2_A9_7_85_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",877ffebddf569417b115acd50ce365c2dd6733934f8507a62d01a8467c4684dd,19.2e,csat,1_0_19_206D_432_1_C00000_0_0_0.png,picons/19.2e/csat/transparent/1_0_19_206D_432_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",37b31a5487cf1f6ada7170dbf944f437b819fe0bc40c9c6009b3bce0b14f09e0,19.2e,csat,1_0_19_232C_442_1_C00000_0_0_0.png,picons/19.2e/csat/transparent/1_0_19_232C_442_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",f2ffa45000cbe8d1eaa817e978e0896ea5ab4df25068629858659699ebd747b0,19.2e,csat,1_0_19_2332_442_1_C00000_0_0_0.png,picons/19.2e/csat/transparent/1_0_19_2332_442_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",b176996acb15bd1970ddaebd2d09916ddad2460c20d2d012997de9093520e6b7,19.2e,csat,1_0_19_24C6_43C_1_C00000_0_0_0.png,picons/19.2e/csat/transparent/1_0_19_24C6_43C_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",ecd6b0b36bf11420867469097c373b39f316f2bbba4be68ded2f5d3334bd192e,19.2e,csat,1_0_19_2581_448_1_C00000_0_0_0.png,picons/19.2e/csat/transparent/1_0_19_2581_448_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",be8f5db81ed0609fc304c71ad7a19ec7eb84e5ff06dc373869dfa2af3002265d,19.2e,csat,1_0_19_271A_44C_1_C00000_0_0_0.png,picons/19.2e/csat/transparent/1_0_19_271A_44C_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",de5abe2ef0ec4a5ac3b46a7635d25ef90809a1415de559502effcd8bed83e406,19.2e,deutsche-welle,1_0_19_1647_42C_1_C00000_0_0_0.png,picons/19.2e/deutsche-welle/transparent/1_0_19_1647_42C_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",96f79279b79826c7cb9290deb0b6c09144db1e7735f327bb05a7d5e58b50cd92,19.2e,mb-satellite,1_0_2_3E8_1_1_C0ADAE_0_0_0.png,picons/19.2e/mb-satellite/transparent/1_0_2_3E8_1_1_C0ADAE_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",96f79279b79826c7cb9290deb0b6c09144db1e7735f327bb05a7d5e58b50cd92,19.2e,mb-satellite,1_0_2_7D0_1_1_C0ADAE_0_0_0.png,picons/19.2e/mb-satellite/transparent/1_0_2_7D0_1_1_C0ADAE_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",fb335bccbc2a22c373714abfc473e6cea924e28d701dd5732ae126d0462f82ca,19.2e,orf,1_0_19_1330_3EF_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_1330_3EF_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",9e830d6dbb9679e700311d34fc812b5f8dd70e830e861cc251dd2cb77d099172,19.2e,orf,1_0_19_1334_3EF_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_1334_3EF_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",609fc572cde4f7c01d4a8800ca27d2a8b3220bbb179498d20884a4dbab900d2b,19.2e,orf,1_0_19_33F5_3ED_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_33F5_3ED_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",eff0e98fc0153d8ad73846678645eb2f1d75e3db2cdadd785809336f35d00b5b,19.2e,orf,1_0_19_33F6_3ED_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_33F6_3ED_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",df33290e1e4671db3eb98fd86d4a82438025ac8794b2e1eb1112ccd0d9b4ef75,19.2e,orf,1_0_19_33F7_3ED_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_33F7_3ED_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",8b8349c2bf9912ca2a332415df766bade550dc80fa9f9df78dd0a23cf33d5cb8,19.2e,orf,1_0_19_33F8_3ED_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_33F8_3ED_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",50d79a9c49e9df273ce9b10bd96819b4e915675cbb9baaac377fcb963273f683,19.2e,orf,1_0_19_33F9_3ED_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_33F9_3ED_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",840cc73ea6036719fdabe89761a5f6e5ae6ca3204fd67a0c18691cd88f59b984,19.2e,orf,1_0_19_33FA_3ED_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_33FA_3ED_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",34c4c765a7e1f958049c2d13b37f24aa0280778a68a04c5db9250764d7c35bb3,19.2e,orf,1_0_19_33FB_3ED_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_19_33FB_3ED_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",1ff8e053ec40773a7c7e1b36e08c0d5ec7f916adc0ac62ec8423a3dd6512a079,19.2e,orf,1_0_A_134E_3EF_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_A_134E_3EF_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",1c430752fc68aa7d9bfc767e0484c5f81457bc39b2b22ec52d3ec9f4c445e2e6,19.2e,orf,1_0_A_1352_3EF_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_A_1352_3EF_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",bc721f7e101086fd1c49c6bd2ab4751b637dfe38fc5dc545deb4c6ee5580d190,19.2e,orf,1_0_A_1354_3EF_1_C00000_0_0_0.png,picons/19.2e/orf/transparent/1_0_A_1354_3EF_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",aa06410822db9667518634c38e6bf1afea818c46601936351bde152a84a9e6f5,19.2e,prosiebensat-1,1_0_1_445E_453_1_C00000_0_0_0.png,picons/19.2e/prosiebensat-1/transparent/1_0_1_445E_453_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",e411e0c943fdfea5031f6cb7a73711ceaa685d488545be70da800f7887263b40,19.2e,prosiebensat-1,1_0_1_4E27_43A_1_C00000_0_0_0.png,picons/19.2e/prosiebensat-1/transparent/1_0_1_4E27_43A_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",cbfca515f1e91094489d479d6e6655956a2eb4783f4ba9a6fc20cb5b7d446bba,19.2e,rtl-deutschland,1_0_1_2F3A_441_1_C00000_0_0_0.png,picons/19.2e/rtl-deutschland/transparent/1_0_1_2F3A_441_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",758e32bd5b760e949c4a01c6b1b943a21f91110f5496d27547333c7f3e540fe1,19.2e,zdfvision,1_0_2_2BB6_3F3_1_C00000_0_0_0.png,picons/19.2e/zdfvision/transparent/1_0_2_2BB6_3F3_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",600f36235ad74848aa99cc1fe2292e3845c899383ffe43ebc3cf3501e3528b6e,19.2e,zdfvision,1_0_2_2BB7_3F3_1_C00000_0_0_0.png,picons/19.2e/zdfvision/transparent/1_0_2_2BB7_3F3_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",675ec0cb3e3f2c86709d84ec852603541dbf95ce900443f65bfd8be05a6cd0ef,19.2e,zdfvision,1_0_2_2BB8_3F3_1_C00000_0_0_0.png,picons/19.2e/zdfvision/transparent/1_0_2_2BB8_3F3_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",170673e83da989db74db47869a50a34b115deacc4008f883b5af2b415c6bbf2a,23.5e,m7-group,1_0_16_524F_C99_3_EB0000_0_0_0.png,picons/23.5e/m7-group/transparent/1_0_16_524F_C99_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",78b18c40c763b9683926e524f3abe6a7846d53742d21c6e1ccff036215efcfad,23.5e,m7-group,1_0_2_1831_C82_3_EB0000_0_0_0.png,picons/23.5e/m7-group/transparent/1_0_2_1831_C82_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",0654744167ddf3ed2975a41b82d3abbd7a6ec6a4b28417d31a2ef3f9bd8b89c4,23.5e,skylink,1_0_1_139D_3EA_1_C00000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_139D_3EA_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",de5abe2ef0ec4a5ac3b46a7635d25ef90809a1415de559502effcd8bed83e406,23.5e,skylink,1_0_1_1647_42C_1_C00000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_1647_42C_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",943fca10d71a248b38841307db80c2b313fc071b72470fed92973343581b9edf,23.5e,skylink,1_0_1_17E8_C82_3_EB0000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_17E8_C82_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",e3b7fef33fba0877f8934b318671f66e13f3bc1b18de008c5c1473a5ce8610ee,23.5e,skylink,1_0_1_1AF9_3FE_1_C00000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_1AF9_3FE_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",8e03bb20e773a00335655288e8b05f65b58661397cec5524009cffe5c8a3b9a0,23.5e,skylink,1_0_1_1AFA_3FE_1_C00000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_1AFA_3FE_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",cbfca515f1e91094489d479d6e6655956a2eb4783f4ba9a6fc20cb5b7d446bba,23.5e,skylink,1_0_1_2F3A_441_1_C00000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_2F3A_441_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",365806ac3755d947da64f555413e49a4649fe3d4ac1bc8ccb9a578db170dc4e9,23.5e,skylink,1_0_1_3733_C8E_3_EB0000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_3733_C8E_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",aa06410822db9667518634c38e6bf1afea818c46601936351bde152a84a9e6f5,23.5e,skylink,1_0_1_445E_453_1_C00000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_445E_453_1_C00000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",126253a6c421f8936655c267b99a7795eb0c2a7f472f4a9c6518855faa4eb455,23.5e,telekom-srbija,1_0_1_4E43_C9C_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4E43_C9C_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",11cf5023b11e132357ce6a2674b49eb2187c82b89c5517b662d438fba42f0b34,23.5e,telekom-srbija,1_0_1_4E4E_CA7_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4E4E_CA7_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",9cbd336f0326ed8885c257e1a52116dd4fac90ba431390d8648f3046108f5286,23.5e,telekom-srbija,1_0_1_4E52_CA7_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4E52_CA7_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",6e51d9c03a5e16e63715de61336518bddc7aac79c87218ad941131a5d96f1d09,23.5e,telekom-srbija,1_0_1_4E57_CA6_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4E57_CA6_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",be9373fa1aba78aa44af6f53f051f7f00a0a229d983beb352a4bee5fdb658da1,23.5e,telekom-srbija,1_0_1_4E6B_CA5_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4E6B_CA5_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",aec08b540e7c0da12d959288e7e7f476cd61d014ed6cdc1e07038139eea4c101,23.5e,telekom-srbija,1_0_1_4E78_CA8_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4E78_CA8_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",cb8da1d84728f637acccfd60cb5133b6bc556c8feabd164ce83137765900ea7e,23.5e,telekom-srbija,1_0_1_4E9A_C9F_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4E9A_C9F_3_EB0000_0_0_0.png
